exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
accountant,3,3,3,4,2,3,2,3,2,3,4,3,1,4,3,3,2,2,3,3,3,5,3,1,3,3,2,3,2.821428571,0.862965234,28
actor,4,4,4,4,4,3,4,4,3,5,5,3,2,5,4,4,3,4,4,4,5,5,4,4,4,3,3,4,3.892857143,0.737326789,28
archaeologist,2,3,3,3,2,3,2,2,2,2,3,3,1,4,2,4,2,3,2,3,3,4,2,1,2,2,2,2,2.464285714,0.792658109,28
architect,3,3,3,3,3,3,4,3,3,3,4,3,1,4,2,3,3,2,3,3,3,5,3,5,4,3,2,5,3.178571429,0.904866326,28
baker,4,4,4,3,5,5,5,4,4,4,5,4,4,5,5,4,4,4,4,5,4,5,4,5,4,3,4,5,4.285714286,0.599823607,28
butcher,4,4,4,3,4,3,2,4,2,4,5,3,1,5,4,4,3,5,4,3,4,5,4,3,4,3,4,4,3.642857143,0.951189731,28
cook,3,3,3,3,3,4,2,3,3,4,5,3,3,5,4,3,3,3,4,5,3,5,4,4,4,3,2,3,3.464285714,0.83808171,28
dentist,3,4,3,4,4,4,3,3,3,4,4,3,3,5,3,4,3,2,4,3,3,5,3,4,4,4,3,3,3.5,0.693888666,28
doctor,4,4,3,4,3,4,4,4,3,3,4,3,3,5,5,4,4,4,4,4,5,5,3,3,4,4,3,5,3.857142857,0.705233647,28
educator,3,4,3,3,4,3,2,3,2,4,4,2,1,2,2,3,2,2,3,3,3,4,4,3,3,2,3,2,2.821428571,0.818923025,28
fireman,4,3,4,3,2,4,3,3,2,3,4,3,1,5,3,3,3,2,4,4,3,5,3,3,3,3,3,3,3.178571429,0.862965234,28
garbage collector,3,4,3,3,4,3,3,3,4,4,4,3,3,5,4,4,3,2,3,4,3,5,3,1,3,2,3,3,3.285714286,0.854493259,28
information scientist,4,4,4,3,3,4,3,4,2,3,4,2,1,4,3,4,3,2,3,3,4,5,3,4,3,3,2,3,3.214285714,0.875897121,28
judge,4,3,3,3,3,2,2,3,3,3,4,3,1,5,2,3,3,2,3,3,3,5,2,3,3,3,3,3,2.964285714,0.83808171,28
lawyer,4,4,3,3,3,3,3,4,3,4,4,3,1,5,4,4,3,2,4,4,5,5,2,2,3,3,3,3,3.357142857,0.951189731,28
manager,3,3,3,3,4,4,2,3,2,3,4,3,1,5,4,4,2,3,4,3,4,5,3,3,3,3,3,4,3.25,0.887151079,28
minister,4,3,4,4,3,4,3,3,3,3,4,2,3,5,5,4,3,3,3,3,5,5,4,4,4,3,3,3,3.571428571,0.790151014,28
pharmacist,4,3,3,3,3,4,4,4,3,3,4,3,3,5,5,4,3,3,4,4,3,5,3,2,3,3,3,4,3.5,0.745355992,28
physiotherapist,3,5,3,3,2,4,3,3,2,3,4,4,3,4,3,3,2,3,3,4,4,5,4,4,4,2,2,3,3.285714286,0.854493259,28
pilot,3,3,3,3,3,3,2,3,2,2,4,3,1,3,3,3,3,2,3,4,3,5,2,3,3,4,2,3,2.892857143,0.785954749,28
plumber,3,3,3,3,2,3,2,3,2,3,4,2,1,5,3,3,2,2,3,3,3,5,3,2,3,2,3,2,2.785714286,0.875897121,28
police officer,4,5,4,3,3,4,4,4,3,4,4,3,4,5,4,4,3,3,4,4,4,5,3,4,3,3,2,4,3.714285714,0.712696645,28
postman,4,3,4,3,4,4,4,3,4,4,4,3,3,5,4,4,3,4,4,4,4,5,4,3,3,3,4,3,3.714285714,0.599823607,28
psychologist,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4.857142857,0.356348323,28
secretary,3,4,4,3,4,3,2,3,3,4,4,4,2,5,3,4,3,4,3,4,5,5,3,3,3,3,3,3,3.464285714,0.792658109,28
shop-assistant,3,4,3,3,4,4,3,3,3,4,3,3,1,5,4,3,3,3,3,3,4,5,3,1,3,2,3,2,3.142857143,0.931517508,28
stallholder,2,3,3,3,2,3,2,3,1,2,3,2,1,4,4,3,2,2,3,2,3,5,2,1,2,2,2,2,2.464285714,0.922241346,28
stewardess,3,3,3,4,3,3,2,2,3,2,4,2,1,3,2,3,3,2,3,3,2,5,2,3,3,3,2,3,2.75,0.799305254,28
teacher,4,4,4,4,4,5,4,3,4,5,4,3,4,5,5,4,4,3,4,4,5,5,4,2,4,4,4,4,4.035714286,0.692934867,28
veterinarian,3,3,4,4,2,4,4,3,3,3,4,5,1,4,2,4,2,2,3,3,3,5,4,2,3,3,3,2,3.142857143,0.970463261,28
