exemplar,Ali was een bekend figuur in deze sport,België is er goed in,Deburgghraeve,Henin,Merckx,Saive,Tour de France is een bekende wedstrijd,achteraf vindt après-ski plaats,ademhaling is belangrijk,afstand afleggen,afstand wordt gemeten,afstoten voor de witte lijn,armen en benen bewegen,bal gooien,bal in ring gooien,bal mag niet vallen,bal moet opgepompt worden,bal om basket te spelen,bal opvangen,bal toetsen,begint met opslag,benen gebruiken,benen kunnen breken,benen scheren,beoefend door gespierde mannen,beoefend door magere mensen,bergaf glijden,bestaat in elk land,bestaat in verschillende klassen,bestaat in verschillende soorten: klassiek en jazz,bestaat uit een aantal rondes,bestaat uit een aantal sets,centraal staat een net,ceulemans,clijsters,de koning is de belangrijkste figuur,de koningin is de sterkste figuur,de manier van scoren heet 'touchdown',de spelers dragen een helm,de spelers dragen een helm met gaas,de spelers dragen een kimono,de spelers dragen een korte broek,de topsporters verdienen er veel geld mee,de trampoline wordt veel gebruikt,de vissen worden meestal teruggezet,de zeilen bestaan in verschillende soorten,doel is om bal in gaten te spelen,doel is om de koning van de tegenstander schaakmat te zetten,doel is om de meeste hoeveelheid vis te vangen,doel is om zo ver mogelijk te gooien,doel is om zo ver mogelijk te springen,doet zweten,dribbelen mag,duurt 90 minuten,duurt lang,een ploeg bestaat uit elf spelers,een scheidsrechter superviseert het spel,een stijl is jumping,een variant is minigolf,eerst aanloop nemen,eindigt bij knock out,elk team heeft een doel,elk team heeft een doelman,er hoort een mode bij,er kan veel geld mee worden verdiend,er kunnen prijzen mee gewonnen worden,er werden films over gemaakt,er worden optredens van gegeven,er wordt aas bij gebruikt,gaat om snelheid,gaat snel,gaat soms gepaard met bloed,gaat soms gepaard met dopinggebruik,gaat traag,gebeurt in skilanden als Oostenrijk en Zwitserland,gebeurt met de voeten,gebeurt op vakantie,gebeurt één tegen één,geeft een kick,gokken,handen gebruiken,heeft een eigen terminologie,heeft een pticher,heeft een specifiek puntensysteem,heeft houdgrepen,heeft lopers,heeft spelregels,heeft veel media-aandacht,heeft verschillende accessoires,heeft verschillende disciplines,heeft verschillende gewichtsklassen,heeft verschillende kleuren van gordel volgens niveau,heeft verschillende stijlen,het balletje maakt een tikkend geluid,het record is rond de acht meter,homerun maken,iedereen kan het,in een zandbak springen,is actief,is afkomstig van de Oude Grieken,is agressief,is duur,is een activiteit,is een balsport,is een cafésport,is een dansvorm,is een deel van triatlon,is een denksport,is een discipline binnen de atletieksport,is een fysieke activiteit,is een gevechtsport,is een gezelschapspel,is een hobby,is een individuele sport,is een intensieve sport,is een manier om zich te verplaatsen,is een olympische discipline,is een ploegsport,is een rustige sport,is een ruwe sport,is een spel,is een sport,is een sport met acrobatie,is een watersport,is een werkwoord,is eeuwen oud,is elegant,is elitair,is geen olympische discipline,is gevaarlijk,is gewelddadig,is gezond,is goed voor de conditie,is hard,is koud,is leuk,is meestal een mannensport,is moeilijk,is moeilijk om te leren,is mooi om te zien,is niet leuk,is ontspannend,is populair,is populair bij jonge meisjes,is populair in Amerika,is populair in België,is populair in Groot-Brittannië,is rustgevend,is saai,is tijdrovend,is vermoeiend,is weinig populair,is zwaar,kan als competitie of ontspanning beoefend worden,kan als professioneel of amateur beoefend worden,kan beoefend worden in het bos,kan beoefend worden met computer,kan binnen en buiten beoefend worden,kan blaren veroorzaken,kan buiten worden beoefend,kan een beroep zijn,kan enkel in water,kan gevaarlijk zijn,kan in alle weersomstandigheden worden beoefend,kan in café worden gespeeld,kan in competitie worden beoefend,kan in de tuin gespeeld worden,kan individueel worden beoefend,kan met twee of vier personen gespeeld worden,kan met vier spelers worden beoefend,kan ook binnen worden beoefend,kan op strand beoefend worden,kan overal worden beoefend,kan pijn aan voeten veroorzaken,kan pijn doen indien geraakt door bal,kan pijn veroorzaken,kan snel gaan,kan worden beoefend op zee,kan worden gespeeld in clubverband,kogel wegstoten,komt uit Amerika,komt uit Azië,komt uit China,komt uit Japan,komt uit Verenigd Koninkrijk,komt voor in televisieuitzending,kunnen vallen,lang nadenken,lijkt op poolen,lijkt op tennis,lopen,men kan verwond geraken,met skilift naar boven gaan,"minst verre plaats waar je valt, telt",moet geleerd worden,nat worden,niet met bal lopen,om jezelf te verdedigen,op een bal slaan,op tenen staan,petje dragen,schoolslag is een stijl,scoren om te winnen,skipak dragen,slecht voor bepaalde delen van het lichaam,smashen,snel kunnen lopen,spieren ontwikkelen,spitsen,sportief zijn,springen,sprinten,stil moeten zijn,supporters moedigen de spelers aan,tegen bal trappen,terrein heeft 'hole' waar bal in moet,tijdens de activiteit draagt men een beugel,tutu dragen,vergt aangepaste kledij,vergt discipline,vergt een aantal ballen,vergt een aantal zeilen die de wind vangen,vergt een basketbalring,vergt een goede conditie,vergt een net,vergt een tafel met een aantal gaten,vergt een zadel,vergt een zeil,vergt goede schoenen,vergt kracht,vergt paarden,vergt specifieke technieken,vergt sportieve kledij,vergt sterke armspieren,vergt strategisch inzicht,vergt veel geduld,vergt veel inspanning,vergt veel training,vergt veel wind,vergt weinig inspanning,voor mensen met spieren,voorkomt verdrinken,voortbewegen op ijschaatsen,vorm van bewegen,werd beoefend door ridders,wordt aangeleerd in een balletschool,wordt alleen of in groep beoefend,wordt begeleid door muziek,wordt beoefend bij een laag net,wordt beoefend bij een meer,wordt beoefend bij mooi weer,wordt beoefend door atleten,wordt beoefend door een ruiter,wordt beoefend door lenige mensen,wordt beoefend door rijke mensen,wordt beoefend door slimme mensen,wordt beoefend door snobs,wordt beoefend door twee of meer spelers,wordt beoefend door twee of vier spelers,wordt beoefend door zes spelers per ploeg,wordt beoefend in de bergen,wordt beoefend in de natuur,wordt beoefend in een boksring,wordt beoefend in een gesloten ruimte,wordt beoefend in een kleine ruimte,wordt beoefend in een manege,wordt beoefend in een ruimte met glazen deuren,wordt beoefend in een ruimte met rode afbakeningslijnen op de muur,wordt beoefend in een zaal,wordt beoefend in een zwembad,wordt beoefend in het bos,wordt beoefend in jeugdbeweging,wordt beoefend in roze kledij,wordt beoefend in spannende kledij,wordt beoefend in witte beschermkledij,wordt beoefend met bal en bat,wordt beoefend met ballen van verschillende gewichten,wordt beoefend met balletschoenen,wordt beoefend met beschermkledij,wordt beoefend met een aantal gekleurde ballen,wordt beoefend met een bal,wordt beoefend met een bal die goed botst,wordt beoefend met een bal met figuren,wordt beoefend met een bal met puntjes voor de grip,wordt beoefend met een bal met witte en zwarte vakken,wordt beoefend met een baseballbat,wordt beoefend met een boot,wordt beoefend met een degen,wordt beoefend met een fiets,wordt beoefend met een genaaide bal,wordt beoefend met een grote bal,wordt beoefend met een harde bal,wordt beoefend met een hengel,wordt beoefend met een hoog net,wordt beoefend met een keu,wordt beoefend met een klein wit balletje,wordt beoefend met een kleine bal,wordt beoefend met een kogel,wordt beoefend met een leren bal,wordt beoefend met een lichte bal,wordt beoefend met een meestal witte bal,wordt beoefend met een met lucht gevulde bal,wordt beoefend met een oranje bal,wordt beoefend met een ovale bal,wordt beoefend met een palletje,wordt beoefend met een puck,wordt beoefend met een racket,wordt beoefend met een racket en bal,wordt beoefend met een ronde bal,wordt beoefend met een rubberen bal,wordt beoefend met een stick,wordt beoefend met een surfplank,wordt beoefend met een witte bal,wordt beoefend met een witte bal die als eerste moet geraakt worden,wordt beoefend met een zware bal,wordt beoefend met een zwarte bal die als laatste binnen gespeeld moet worden,wordt beoefend met handschoenen,wordt beoefend met houten schaakstukken,wordt beoefend met rijlaarzen,wordt beoefend met skistokken,wordt beoefend met speciale schoenen,wordt beoefend met sportschoenen,wordt beoefend met verschillende toestellen,wordt beoefend met zeilen die in een mast hangen,wordt beoefend met zwarte en witte pionnen,wordt beoefend met zwemkledij,wordt beoefend op de openbare weg,wordt beoefend op een grasveld,wordt beoefend op een groene tafel,wordt beoefend op een groene tafel met net,wordt beoefend op een groot veld,wordt beoefend op een mat,wordt beoefend op een piste,wordt beoefend op een skipiste,wordt beoefend op een veld,wordt beoefend op een veld met lijnen,wordt beoefend op hoge golven,wordt beoefend op ijs,wordt beoefend op skilatten,"wordt beoefend op verschillende terreinen: gras, gravel of hardcourt",wordt beoefend op wandelpaden,wordt beoefend op water,wordt beoefend op zee,wordt beoefend wanneer er sneeuw ligt,wordt best beoefend met skibril,wordt binnen gespeeld,wordt buiten beoefend,wordt door lange mensen beoefend,wordt gedoceerd door een trainer,wordt gespeeld in clubverband,wordt gespeeld met een pluimpje,wordt gespeeld met een wit balletje,wordt gespeeld met pionnen met een eigen functie,wordt gespeeld met twee personen,wordt gespeeld op een biljarttafel,wordt gespeeld op een schaakbord met witte en zwarte vakken,wordt gespeeld op een veld,wordt gespeeld tegen een muur,wordt in de winter beoefend,wordt in de zomer beoefend,wordt in een squasbox beoefend,wordt in een stadion beoefend,wordt meestal door mannen beoefend,wordt meestal door meisjes beoefend,wordt meestal door oude mannen beoefend,wordt meestal door oude mensen beoefend,wordt meestal gespeeld met twee personen,wordt meestal in de winter beoefend,wordt meestal in de zomer beoefend,wordt op blote voeten beoefend,wordt op een speciale vloer beoefend,wordt op school beoefend,wordt op sneeuw beoefend,wordt op verschillende terreinen gespeeld,wordt op zand beoefend,wordt over een net gespeeld,wordt tussen twee ploegen gespeeld,wordt vaak beoefend aan de bok,wordt vaak in groepsverband gedaan,wordt vooral door jongens beoefend,wordt zowel door mannen als vrouwen beoefend,zwanenmeer
judo,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
kogelstoten,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
paardrijden,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
rugby,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
schaken,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
schermen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
skiën,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
sportvissen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
squash,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
surfen,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
tafeltennis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
tennis,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
