exemplar,respondent 0,respondent 1,respondent 10,respondent 11,respondent 12,respondent 13,respondent 14,respondent 15,respondent 16,respondent 17,respondent 18,respondent 19,respondent 2,respondent 20,respondent 21,respondent 22,respondent 23,respondent 24,respondent 25,respondent 26,respondent 27,respondent 3,respondent 4,respondent 5,respondent 6,respondent 7,respondent 8,respondent 9,mean,std,nonmissing
badminton,17.0,20.0,20.0,5.0,14.0,7.0,20.0,15.0,20.0,14.0,14.0,20.0,20.0,15.0,7.0,20.0,20.0,15.0,14.0,20.0,20.0,20.0,16.0,16.0,20.0,20.0,20.0,18.0,16.67857143,4.380542596,28.0
ballet,13.0,12.0,20.0,1.0,13.0,11.0,10.0,13.0,10.0,7.0,13.0,15.0,14.0,14.0,1.0,20.0,12.0,15.0,11.0,18.0,20.0,12.0,12.0,18.0,13.0,20.0,18.0,13.0,13.17857143,4.84617888,28.0
baseball,18.0,12.0,20.0,12.0,9.0,20.0,18.0,17.0,20.0,13.0,13.0,20.0,20.0,17.0,14.0,20.0,18.0,8.0,12.0,20.0,20.0,20.0,14.0,12.0,20.0,17.0,20.0,17.0,16.46428571,3.795534831,28.0
basketball,19.0,20.0,20.0,15.0,12.0,20.0,20.0,17.0,20.0,15.0,16.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,18.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,18.0,18.32142857,3.32280082,28.0
billiards,8.0,1.0,1.0,15.0,4.0,14.0,10.0,12.0,10.0,9.0,9.0,15.0,1.0,7.0,1.0,10.0,2.0,18.0,2.0,16.0,10.0,8.0,11.0,15.0,5.0,12.0,5.0,12.0,8.678571429,5.135595255,28.0
boxing,13.0,10.0,20.0,18.0,15.0,12.0,10.0,18.0,15.0,19.0,14.0,17.0,20.0,15.0,13.0,20.0,18.0,6.0,13.0,20.0,20.0,19.0,15.0,11.0,19.0,18.0,18.0,14.0,15.71428571,3.740243039,28.0
chess,5.0,1.0,1.0,5.0,7.0,13.0,18.0,12.0,1.0,3.0,1.0,15.0,1.0,2.0,1.0,10.0,1.0,15.0,1.0,17.0,10.0,10.0,1.0,10.0,12.0,2.0,5.0,7.0,6.678571429,5.676811647,28.0
cycling,16.0,20.0,20.0,15.0,10.0,15.0,20.0,15.0,20.0,14.0,14.0,20.0,20.0,19.0,20.0,20.0,18.0,5.0,17.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,18.0,17.53571429,3.656370826,28.0
fencing,11.0,20.0,20.0,2.0,4.0,17.0,10.0,12.0,5.0,9.0,11.0,15.0,20.0,10.0,4.0,10.0,5.0,13.0,12.0,17.0,20.0,14.0,3.0,14.0,17.0,17.0,16.0,15.0,12.25,5.535240635,28.0
golfing,10.0,6.0,20.0,1.0,19.0,13.0,10.0,12.0,10.0,14.0,11.0,15.0,20.0,12.0,2.0,15.0,2.0,18.0,10.0,20.0,10.0,11.0,12.0,14.0,12.0,10.0,10.0,8.0,11.67857143,5.106666459,28.0
gymnastics,14.0,20.0,20.0,20.0,19.0,16.0,10.0,17.0,20.0,17.0,14.0,20.0,20.0,18.0,5.0,20.0,10.0,12.0,15.0,20.0,20.0,18.0,20.0,18.0,20.0,20.0,19.0,14.0,17.0,3.93465138,28.0
handball,15.0,20.0,20.0,10.0,13.0,19.0,20.0,15.0,20.0,15.0,11.0,20.0,20.0,18.0,9.0,20.0,15.0,8.0,12.0,20.0,20.0,19.0,14.0,12.0,20.0,18.0,20.0,18.0,16.46428571,3.957946932,28.0
horseback riding,19.0,18.0,10.0,2.0,6.0,19.0,10.0,17.0,15.0,12.0,16.0,15.0,1.0,16.0,16.0,20.0,18.0,12.0,8.0,20.0,20.0,12.0,18.0,14.0,19.0,16.0,16.0,10.0,14.10714286,5.216350972,28.0
ice hockey,16.0,20.0,20.0,15.0,16.0,20.0,20.0,16.0,20.0,15.0,13.0,20.0,20.0,19.0,12.0,20.0,18.0,9.0,15.0,20.0,20.0,20.0,14.0,11.0,19.0,19.0,18.0,18.0,17.25,3.20445292,28.0
judo,12.0,20.0,20.0,15.0,16.0,19.0,15.0,15.0,20.0,18.0,13.0,17.0,20.0,18.0,17.0,20.0,15.0,10.0,16.0,17.0,20.0,20.0,12.0,13.0,17.0,18.0,20.0,17.0,16.78571429,2.897727626,28.0
long jump,15.0,8.0,20.0,2.0,13.0,7.0,10.0,15.0,20.0,18.0,15.0,20.0,20.0,14.0,10.0,20.0,10.0,12.0,10.0,20.0,20.0,13.0,13.0,15.0,20.0,20.0,15.0,16.0,14.67857143,4.853815387,28.0
rugby,17.0,20.0,20.0,10.0,17.0,14.0,20.0,17.0,20.0,16.0,13.0,20.0,20.0,20.0,18.0,20.0,18.0,5.0,18.0,20.0,20.0,19.0,15.0,17.0,20.0,15.0,20.0,18.0,17.39285714,3.54170168,28.0
running,19.0,18.0,20.0,8.0,8.0,17.0,20.0,19.0,20.0,17.0,19.0,20.0,20.0,16.0,14.0,20.0,15.0,5.0,19.0,20.0,20.0,19.0,13.0,20.0,20.0,20.0,20.0,19.0,17.32142857,4.154904032,28.0
sailing,9.0,18.0,20.0,1.0,5.0,16.0,20.0,13.0,10.0,12.0,8.0,15.0,20.0,6.0,9.0,15.0,5.0,10.0,7.0,16.0,10.0,14.0,2.0,12.0,14.0,14.0,16.0,11.0,11.71428571,5.205816852,28.0
shot-put,10.0,8.0,20.0,2.0,8.0,9.0,10.0,13.0,10.0,14.0,13.0,15.0,10.0,13.0,-1.0,20.0,5.0,8.0,6.0,16.0,20.0,16.0,4.0,11.0,15.0,19.0,15.0,16.0,12.07407407,4.984020048,27.0
skiing,10.0,18.0,20.0,15.0,16.0,18.0,20.0,16.0,10.0,13.0,13.0,20.0,20.0,16.0,8.0,20.0,16.0,9.0,13.0,18.0,20.0,15.0,15.0,14.0,20.0,14.0,16.0,15.0,15.64285714,3.571640205,28.0
soccer,19.0,20.0,20.0,20.0,17.0,19.0,20.0,18.0,20.0,20.0,16.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,16.0,18.92857143,2.980536509,28.0
sport fishing,3.0,1.0,15.0,1.0,14.0,1.0,10.0,10.0,1.0,4.0,-1.0,15.0,1.0,5.0,-1.0,10.0,1.0,20.0,1.0,14.0,10.0,1.0,1.0,5.0,10.0,10.0,5.0,6.0,6.730769231,5.688990718,26.0
squash,18.0,20.0,20.0,12.0,15.0,5.0,20.0,15.0,20.0,18.0,13.0,20.0,20.0,17.0,15.0,20.0,19.0,6.0,20.0,20.0,20.0,15.0,16.0,12.0,15.0,20.0,20.0,19.0,16.78571429,4.166507933,28.0
surfing,17.0,18.0,20.0,5.0,10.0,19.0,20.0,18.0,10.0,17.0,12.0,20.0,20.0,8.0,11.0,20.0,9.0,9.0,10.0,20.0,20.0,10.0,16.0,15.0,15.0,14.0,18.0,12.0,14.75,4.639803636,28.0
swimming,18.0,20.0,20.0,5.0,13.0,19.0,20.0,18.0,20.0,17.0,18.0,20.0,20.0,18.0,19.0,20.0,18.0,6.0,20.0,19.0,20.0,20.0,16.0,15.0,20.0,20.0,20.0,17.0,17.71428571,3.876397171,28.0
table tennis,12.0,20.0,20.0,2.0,10.0,12.0,15.0,15.0,10.0,15.0,13.0,15.0,20.0,13.0,19.0,20.0,3.0,15.0,-1.0,20.0,10.0,10.0,4.0,12.0,12.0,15.0,20.0,15.0,13.59259259,5.153484701,27.0
tennis,18.0,20.0,20.0,5.0,18.0,5.0,20.0,18.0,20.0,20.0,18.0,20.0,20.0,20.0,18.0,20.0,20.0,6.0,17.0,20.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,18.0,17.82142857,4.51379426,28.0
volleyball,19.0,20.0,20.0,10.0,15.0,20.0,20.0,18.0,20.0,18.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,18.0,20.0,20.0,17.0,16.0,19.0,20.0,20.0,20.0,19.0,18.17857143,3.453967889,28.0
walking,2.0,2.0,19.0,1.0,4.0,17.0,1.0,15.0,5.0,3.0,10.0,15.0,1.0,10.0,3.0,5.0,2.0,10.0,9.0,17.0,20.0,4.0,10.0,12.0,10.0,12.0,13.0,9.0,8.607142857,5.927583267,28.0
